position_sun,velocity_sun,position_earth,velocity_earth,position_jupiter,velocity_jupiter,position_saturn,velocity_saturn,position_neptune,velocity_neptune,position_uranus,velocity_uranus,position_venus,velocity_venus,position_mars,velocity_mars,position_mercury,velocity_mercury
"-30365.84612068571,156569.6521522285,-8579.38725248217","-0.003468274130186241,-0.009273300074866715,7.653835220300083e-05","91624419.60299097,116369708.3811695,5658.037594221532","-23.89030209817379,18.32394966379984,0.001580841738812566","702557487.8675382,-250801756.6329321,-14722236.95193084","4.236172451067474,12.92901143639962,-0.1480238616675473","-1407587622.092762,113732086.0946492,53916939.81962448","-1.294083545683075,-9.650762133753245,0.2209690007523877","-4309271366.769659,-1398994253.075156,128081785.1686763","1.647690905384483,-5.135693742216825,0.06776236235703648","-372581192.6415449,2801322972.41927,15252040.70448792","-6.802606434473956,-1.216306707325361,0.08392312362290011","-67074628.98453226,-84900832.38734886,2713116.671544943","27.25301706714016,-21.8521777499293,-1.869756651149721","124093338.927807,-167802939.295139,-6588297.706293173","20.40861537832915,16.46423197637023,-0.1589599832797974","-18792160.15166639,-66963663.48722976,-3762842.871690698","37.13545170777449,-10.6668782163564,-4.283317987667507"
"-37447.93758122878,-152722.4158330357,-8392.997728328679","0.003229467474196601,-0.009683799041158528,-6.762886246640832e-05","92140088.29652537,115643029.9266662,4334.620360814035","-23.77926569178901,18.42533215114329,0.001477580885355323","719128421.2565291,174555812.3931946,-16842453.86044303","-3.242850446219379,13.32062359201286,0.01788619281405257","-1415650564.283844,-190869210.8777933,59569599.36339979","0.7712277641156884,-9.595064403402024,0.1377188060463728","-4254288740.101918,-1559931322.036395,130128763.0576467","1.839777849777058,-5.069713433346943,0.06162298615066431","-585799229.362565,2754778019.981773,17846869.89217365","-6.713225452281599,-1.734857892657698,0.08077803279218365","-9848214.542036276,106997163.3274035,2008567.886578478","-34.99075620522194,-3.392681547436619,1.975330405581275","-203373609.1841283,142894705.2306572,8005272.777776614","-13.01594635324527,-17.76754029503246,-0.05043002773426242","24347805.24694023,-61917624.41079488,-7291303.285561051","35.55989497182398,20.35404743314584,-1.605822136381327"
"153065.1207121792,-410140.1269445132,-12470.19321562149","0.00868391405040436,-0.006282841044412725,-0.0001894712113324937","92866082.40803216,114974439.2850083,770.5503011271358","-23.69969672408908,18.55379921810938,0.00235257157490576","508843873.0158703,544783483.510937,-13652298.24448884","-9.7093144134932,9.538440354783903,0.1783595351475014","-1359967605.370191,-486960105.8819313,62541016.53065863","2.733509535806046,-9.11647994205819,0.05097098992445082","-4193271598.668912,-1718655150.898232,131991532.5406508","2.029557234293156,-4.995682902420316,0.05609140171749116","-795551181.0847747,2691950958.548065,20336145.26084232","-6.58285013350819,-2.248353889589895,0.07714172426994215","83902450.39742754,-69829129.60182495,-5789391.305712976","22.13579407680385,26.82078125113985,-0.9150806981911686","185158048.0849956,-92363437.90646556,-6503845.920313105","11.72467836946244,23.75434367030714,0.2079854224855815","52848708.68627295,-22719855.88037381,-6676687.502012273","9.50266613903385,47.07386321234966,2.970318222339838"
"477792.7929244003,-513527.781550796,-19847.52915668569","0.01135740210549737,-0.0001301436284441062,-0.0002614796064808183","93701664.57408755,114470855.1403593,-7167.775244347751","-23.62313123686192,18.64325744805664,0.0003354077215593776","140726284.9742793,747228091.684582,-6235596.202004641","-12.99751311690074,3.034597962914424,0.2788889723611974","-1245050401.048311,-761931701.2558056,62789694.41468614","4.516771178150688,-8.262941700822683,-0.03517261468148813","-4126307313.213731,-1874941501.342815,133667283.5870346","2.216850207926444,-4.915035031121457,0.0498880916559179","-1000548310.871261,2613054473.978629,22703892.89780366","-6.411534502304427,-2.75345548458853,0.07305908086319268","-106550155.9042041,-11656230.67118708,6011127.271268755","3.420878106307851,-34.98921142595118,-0.6709492496030496","-238358555.3417264,69457286.48573428,7338876.818286873","-5.882933987480066,-21.18840622499517,-0.2982873487453821","35539105.78642906,31480901.1667344,-630510.6503923237","-42.42869086559792,38.07247009645928,7.008047803930962"
"826194.4108342514,-417364.4980333928,-28154.1481788547","0.01041021056927302,0.006033004157617634,-0.0002579818553404868","94579858.38465963,114143707.6560457,-15677.05870135128","-23.51551366148601,18.75891504465996,0.002537645498676078","-269752343.9873034,731639887.7715032,3026559.848478228","-12.41169261687745,-3.906986142896446,0.2942567140064325","-1077555128.932117,-1004823191.576178,60388254.39608651","6.060651779947619,-7.090901603119714,-0.1171959597023595","-4053493777.718607,-2028571105.759353,135153016.0221236","2.399908443160844,-4.827609350002763,0.0439085946019302","-1199507169.894894,2518406933.254347,24934598.27769971","-6.199753550053426,-3.246753799237664,0.06849683163572573","71258006.72130693,81543655.21496756,-2986282.224333648","-26.6593872601411,22.67988417400906,1.847218780630288","209064305.0780634,2375556.443598674,-5108081.191976776","0.6269012032867253,26.29743458704946,0.5348220880353232","-25454238.47303347,39950576.7228386,5682287.291952446","-50.62869981600972,-24.67124172050682,2.63915452627516"
"1093330.069163709,-141585.135475139,-35004.66839030173","0.006241751494382894,0.01089542485361178,-0.0001653483755574099","95373432.41033374,114007266.6543564,-22310.59416360408","-23.45368497187397,18.87994925712073,0.0007327784468786902","-608107997.5334656,516861631.315484,11491348.18248582","-8.608942527533012,-9.342910225902752,0.231337336612619","-865785665.580205,-1206529189.867796,55507341.01922852","7.319878487706807,-5.661299741992782,-0.1921370934870033","-3974936948.222174,-2179326523.430353,136447715.9559456","2.580576261496457,-4.732390528176401,0.03834109679221531","-1391161787.214095,2408435611.343343,27013416.47955728","-5.948301861076188,-3.724720457993449,0.06339685039714382","11068132.64346251,-108461555.5404857,-2078193.028169498","34.64452134644704,3.097626526271838,-1.95900620366504","-245097871.9000915,-11503882.57969023,5800911.906377385","2.036000098209632,-22.12660235763484,-0.5136686484619881","-57606534.43365978,-5593359.174815221,4914361.663163519","-5.617637551264916,-46.38420178371198,-3.270617552606637"
"1202763.531478648,245870.9786124869,-38437.50739125672","0.0006290857376844933,0.01318856573611382,-4.191957282477683e-05","95983883.37912522,113978204.1277042,-26894.50640593469","-23.37320840647404,18.9643027421136,0.001758889892260918","-792625558.4668146,170167222.667072,17051283.13714579","-2.889572706132336,-12.15698598940576,0.1147889064883367","-619252420.5291915,-1359891299.92924,48399531.72276032","8.26226837564447,-4.036286418028268,-0.2577197067375367","-3890748746.69872,-2326995106.268215,137548965.1294646","2.75763808706551,-4.631327712520424,0.03188017397813381","-1574274544.766171,2283680872.557,28926322.93530607","-5.658162275897265,-4.183756551475685,0.05776724580240011","-80628360.19034924,69696773.97191235,5628648.577472337","-22.79200139869479,-26.86941187818756,0.9522210479399522","191292607.1264138,97250127.02190258,-2696979.347163789","-10.07667511761305,23.66283747887577,0.743699076427605","-43604341.65799203,-50424513.80360475,-57207.72112029046","26.60622568018372,-29.99554844591729,-4.894683779925245"
"1120658.182154231,658930.2370339113,-37317.82625514967","-0.005580520432287009,0.01237732574940341,0.0001095779375007563","96424820.84602052,113961799.8830732,-25186.81360533834","-23.27638290808961,19.08116847023836,0.002265413678208539","-785028694.0453628,-218192952.7345869,18477883.4050758","3.345766014691775,-11.96778958672389,-0.02573666439162459","-348297227.466976,-1459717879.937464,39384679.89170301","8.866460167113297,-2.277717878525664,-0.3121577078553998","-3801051053.08437,-2471369090.319459,138455064.9750113","2.930056869828021,-4.523547938724723,0.0258515343034873","-1747644304.021817,2144795656.64127,30660167.54226685","-5.330574077861873,-4.620362240589092,0.05172562259234681","109364083.3073758,7859575.101683142,-6191527.027477928","-2.472854153673445,34.79546926510826,0.6138445460990329","-222479746.1057863,-90626552.24230029,3567646.119461689","10.06483031187548,-20.35435345560532,-0.6747248851676533","-4827829.282608705,-68544004.71478109,-5140044.123450816","38.76155578367799,-1.65480001997653,-3.698485616332494"
"855558.612291634,1006234.164354516,-31574.22429701471","-0.01093644605692628,0.009061870624932022,0.0002557044362657885","96676789.2673619,113897076.2848532,-20566.13995890319","-23.21866797211296,19.18264668500679,0.0008745684625495187","-589939945.5716743,-554349627.1274418,15489114.1854201","8.789715577903054,-8.903206689197614,-0.1603338037076503","-63780632.77235908,-1502764968.075525,28837055.30492079","9.120445016959872,-0.4467567103003243,-0.3539790471436748","-3705971751.212271,-2612243680.889838,139165709.7066994","3.099260636125702,-4.4089177226068,0.01980506518529457","-1910116009.459499,1992540557.565956,32202772.50138164","-4.967210507936938,-5.031179404080885,0.04543068787208315","-68774440.0291421,-81912344.7949069,2866154.018615454","26.56058009841922,-22.67583675520879,-1.841782681651323","137565885.5912477,174518298.5601335,228467.4586263672","-18.11572529437637,17.06541965289256,0.803956767193525","36463953.56876357,-52375439.34682797,-7661599.523839571","30.79800290642735,29.44268275988673,-0.4280180075582063"
"451876.8448164021,1207553.184282089,-21876.02343555813","-0.01407999076817873,0.003358106991674244,0.0003495836734546251","96781025.30780286,113662181.455822,-11024.74942578375","-23.12223762821433,19.26074262261375,0.002983808116409747","-251658647.470242,-755157988.0686033,8736130.087230355","12.2379083313501,-3.515009139230858,-0.2596493118844703","223182401.4492296,-1487701176.202402,17174066.61287379","9.020127899478345,1.396979911870229,-0.3821908375610805","-3605645387.255241,-2749420830.947575,139679032.5465258","3.263470310397508,-4.289226581223773,0.01289370940768486","-2060592423.857838,1827779034.795478,33543092.35949099","-4.570174426617524,-5.412990785805976,0.03897074219067553","-6000019.678016236,108628063.638542,1806972.79893484","-35.09160830998424,-2.284320829195227,1.99516974898063","-171739619.1422566,-158054485.5495433,891554.6949307546","17.35583541044134,-15.71625663616522,-0.7571927965426202","54117256.38608566,-4579238.877669643,-5425584.734390084","-4.207136054595983,50.63164038094547,4.518759440802683"
"-10872.1468303743,1208780.592932119,-9840.45771997096","-0.01450667288015598,-0.00356837867031416,0.0003957109149154153","96843156.82424396,113228567.2238691,1142.780149407685","-23.02768897958331,19.37622411129277,0.001039958270185437","149979090.039454,-762611839.5264723,-230360.1807326078","12.6631513802785,3.13503455432112,-0.2965047359700898","501460218.9540917,-1415070518.998686,4846505.685975671","8.569142630279774,3.194621836118164,-0.3959890783819502","-3500216464.962,-2882707694.528069,139994616.8234547","3.422468933374005,-4.162867225593069,0.006814986312826177","-2198046009.349429,1651472946.483643,34671369.51486218","-4.141880813730057,-5.762761632282699,0.03231297034910474","81576340.13976538,-70750732.74530457,-5697212.791669916","22.92698469145574,26.12727975546104,-0.9702834035498817","60161599.15075818,222412046.493994,3136658.612788469","-22.46928810137478,8.408836166561132,0.7302889078480685","18625568.8087341,43391706.2511057,1721414.607692845","-54.3102344045519,21.58698827506485,6.751991896768593"
"-427618.625434483,995035.1073948287,2135.761306558561","-0.01127973518662883,-0.009851816177110295,0.0003538798751333842","96928772.62239826,112602698.8082804,12198.45277979225","-22.95712552240822,19.46312580093712,0.002394476432653114","509239494.9301305,-561509991.3641158,-9103874.89509967","9.52457056832771,9.388652102385894,-0.2519323071098136","760155410.0554652,-1287283049.125448,-7670166.971042037","7.77965925498127,4.886005478757024,-0.394622651601868","-3389834439.103767,-3011915234.405426,140112637.6917676","3.577408065739246,-4.030524530919907,0.0004512769201137079","-2321530219.829913,1464677175.206499,35579263.31470215","-3.684987369482919,-6.077677255537755,0.02537175657037372","-107729666.3585597,-6790757.269714095,6093431.768120801","2.30880083949686,-35.09532245853227,-0.6094313129575699","-97161549.08634014,-203680761.9282972,-1897262.93254216","22.81573433403902,-8.288640969895686,-0.7358970617438683","-41764217.03292689,30744035.28596303,6228920.589637587","-38.4101293395147,-37.51672068139941,0.4665485882683349"
"-693743.3414358792,609789.1205652341,11514.05340125141","-0.004966643485635048,-0.01408085079278362,0.0002256884724934844","97168345.5298959,111779259.325081,21938.3297586441","-22.84156338492611,19.54716485143415,0.001643668763113837","717758912.4527123,-196150518.5261142,-15275127.2694788","3.296274518786138,13.21607656015237,-0.1280422775946217","988856970.2870219,-1108677395.8397,-19884315.11760259","6.67059724627246,6.408745917452624,-0.3775923054023989","-3274655779.716671,-3136861647.289096,140031914.2079785","3.726534417095529,-3.893183369379587,-0.006241633307189298","-2430190041.523344,1268532872.51647,36259952.15184653","-3.202444296566774,-6.355155759031032,0.01813695782399183","72263088.86766596,80356230.50852436,-3120083.817780368","-25.95216901493864,23.47438680450015,1.817327929395473","-26392460.03384556,236291912.5591654,5579737.627087906","-23.16472120419409,-0.5892492228955146,0.559269941990076","-59253397.67414276,-20082214.90636853,3702661.48902214","6.140477435162604,-43.82537991355596,-4.141200506426085"
"-736145.0782632985,155517.6359939913,16135.9747273195","0.002388621047780284,-0.01422943147725166,6.569885713704222e-05","97641450.37321322,110887212.116348,25483.39289044589","-22.75061226116358,19.67098332722554,0.001018373311528542","703530338.0877079,229307689.1819295,-16703276.3037965","-4.194860713033509,13.03877754048219,0.04052347683128499","1177849718.488076,-885533949.3762139,-31299133.91949254","5.267720735850013,7.701831914497037,-0.344671899059906","-3154844942.373176,-3257370001.915668,139753183.0530747","3.870363658488067,-3.749228051228113,-0.01185752406635054","-2523271533.159027,1064259273.009696,36708212.85157698","-2.697568396515864,-6.592866514681798,0.01070530645890511","5915241.284140024,-108408922.8907288,-1840901.546241671","34.72276892314288,2.000646424748991,-1.977761371281713","-7115734.816790586,-217900827.9500565,-4392184.576286852","25.14194101389687,1.35316346527858,-0.5911978231486311","-35603453.34023135,-59331588.66604201,-1636960.28627941","32.20543027440967,-22.30048239545803,-4.778221831454859"
"-553840.9777588112,-241504.2408994013,15362.49694538271","0.008855132923722156,-0.01039719103479405,-0.0001034513763394848","98313945.37328433,110058978.6978589,25055.50081603974","-22.66970155358127,19.75888242741989,0.002235097839585976","467562140.5857075,582723448.3498572,-12867895.90517819","-10.33900899833409,8.793182044753335,0.1955076626196584","1318411090.447289,-626006874.768695,-41425828.66025248","3.608070032536099,8.706677945493187,-0.2962400094923567","-3030570079.09163,-3373268814.200892,139276994.0244231","4.009630814572885,-3.600255121298811,-0.01817251711672307","-2600130008.174835,853144133.9088683,36920481.04363447","-2.17401752659162,-6.788776660858902,0.003189646158470616","-80156757.53619716,71755565.72233069,5589475.403158188","-23.61198608615759,-26.1671963558645,1.009102730992122","-108764877.7681467,217773847.5267903,7247739.872731552","-20.7687692013307,-8.726413690805197,0.3296994379639218","6573285.587484853,-68455983.28978956,-6208748.811726324","38.69136256205155,7.56856341304244,-2.935371545442736"
"-219521.8671767612,-475146.7208172748,10377.11068556228","0.0119577257553361,-0.00436615794124019,-0.0002059537643383327","99152799.11130479,109376162.0179721,19863.69767762721","-22.55415770005402,19.86285543726473,-1.506385521210518e-06","87278152.4458241,758024251.7389715,-5067495.024673402","-13.13047624887355,2.107797133460145,0.2855170971082817","1403207837.343655,-340061335.3792726,-49799130.77759139","1.742252673567101,9.367504918635623,-0.2334171783211052","-2902007048.761858,-3484395003.641318,138603123.5408447","4.142451483713141,-3.446550064173228,-0.02443462218906922","-2660236551.05778,636532907.2312431,36894894.84824267","-1.635655385403808,-6.941218102509727,-0.004375091691261268","108210445.1177318,3387046.518957623,-6199175.133949289","-1.380352142202056,34.83302202693304,0.5529279764010901","84590305.18931071,-193946781.9304666,-6130860.940637976","23.12818058189304,11.79695210019531,-0.3230545478087894","44623223.5815011,-42519784.44330355,-7542216.803968944","23.68868692156743,37.84443196006478,0.9146684849361062"
"157899.4391075376,-504182.8796013914,3298.39182566604","0.01144715853705333,0.002230828803223869,-0.0002262015524983558","100037184.0559454,108916555.9083027,12073.60770887882","-22.47777649067437,19.9860944856108,0.002134898104415583","-319708032.7484051,714304144.4275813,4231208.643622696","-12.07726847431332,-4.727174229903829,0.2900440372007576","1426745195.878196,-39347705.0122802,-55997033.39654941","-0.2641181681914889,9.634271408030878,-0.1579933497929775","-2769338367.711536,-3590590617.762585,137733470.6251171","4.26980395710764,-3.287152308642752,-0.03007360531022996","-2703182766.555098,415816797.6571321,36631322.03788713","-1.086393861252917,-7.048943119612725,-0.01200545846501244","-71989218.99042052,-81204694.61185803,3074284.347386934","25.87217583224024,-23.50299117733462,-1.812656807217582","-177039547.8466408,172332397.0839564,7989461.153640822","-15.98593790598791,-15.28220175811542,0.0740814186105796","49778210.0570141,10723621.66821065,-3638626.368043052","-20.16093759398329,49.70435387067461,5.910953790839464"
"471057.2724496768,-350321.0786830523,-3391.551314223092","0.008213511566817738,0.007126155866919286,-0.0001910730445587924","100835622.9952442,108626235.3813236,5402.512223511934","-22.39564858760732,20.06752231487111,0.0006463734432209378","-641938189.0557332,477899015.1369798,12422968.15213838","-7.953354679378183,-9.87214484385079,0.2187542442388652","1385853588.369598,263053779.3535159,-59664605.73474261","-2.3293767950611,9.467788906096219,-0.07269185277121082","-2632750169.180788,-3691704607.103715,136669019.4965265","4.391736299987756,-3.123933401573626,-0.03679259194148643","-2728683971.974157,192419784.6822806,36131370.96379318","-0.5301254982328171,-7.111147367362728,-0.01965196398724478","-2612111.569074543,107238782.3506803,1635504.737254217","-35.1173913990518,-1.182862779423781,2.01198855539794","159998766.6314223,-132523722.5297181,-6702694.582404733","16.39641428453809,20.73723938080132,0.02995090288714319","-93078.21789730657,45708181.7777072,3808957.214444015","-58.46949837124198,1.195937126926804,5.469060321740418"
"648007.3262866583,-76636.76436573209,-7879.888646738054","0.003019923699628167,0.009581833867379692,-9.202353346717549e-05","101510932.2845575,108443407.0611364,-147.1591623798013","-22.29103318673225,20.17912596069427,0.001045332651115949","-802909054.1529768,120259548.0678205,17500153.69922323","-2.085501837077293,-12.31362724075659,0.09736393266978105","1280176663.084369,553061610.1370186,-60540979.83578604","-4.356883967070772,8.845422792598596,0.01890561944616564","-2492436287.456674,-3787594226.231017,135410686.5292847","4.50637012293306,-2.956357188005535,-0.04300046996634244","-2736581690.423463,-32215484.77779602,35398389.30394982","0.02919978689438687,-7.12747830584479,-0.02715193393864901","79994784.66599697,-74508032.19039686,-5600478.117412098","23.73729953886626,25.41989489735027,-1.025558037076008","-224357737.137269,106808930.0671801,7775705.03646335","-9.476707329219009,-19.81222365734346,-0.181514531751227","-51238747.45021869,15729306.89797881,6049251.165791513","-24.26527260486407,-44.49394328046022,-1.404340214063087"
"656846.861417487,232114.391900902,-9187.752531956343","-0.002360570571405283,0.009461776150772006,1.61788180245764e-05","102010110.7463908,108318059.5325065,-1152.519963733852","-22.22538934377222,20.28613856427052,0.002015716103289655","-769862456.7235754,-266879063.0536584,18351746.92632459","4.126815636531897,-11.73619966222289,-0.04414520414883505","1112596261.914934,816223999.6773599,-58487470.63154998","-6.238281866645347,7.767783891510552,0.1124168450142702","-2348595072.831915,-3878121653.038789,133961264.0623143","4.615261549172249,-2.783989546311104,-0.04891982496952774","-2726847050.431189,-256642253.7781206,34437443.62563223","0.5874337422966408,-7.09800797605335,-0.03432806659875132","-106816623.4236291,-4182353.99409096,6136923.015059538","1.224386586057467,-35.13782452003052,-0.5482886540780889","202766192.6179191,-44149008.318962,-5919523.801227612","6.12687204839566,25.74373373640266,0.3878272561134963","-54116068.37539958,-34436554.69561387,2191720.150341079","16.04750770148369,-38.99347487117794,-4.659003752036089"
"504227.2489616269,491046.7243498967,-7078.696412584221","-0.006879469968566018,0.00648746197573158,0.0001111447864484117","102344895.2538764,108121578.3872938,329.3761780709028","-22.13253534325091,20.35789514474608,0.0001972323835657264","-552727518.6842722,-590094882.8004501,14816081.40177321","9.379621712307884,-8.325194276457374,-0.1759377232220078","889502123.8645332,1038554483.730779,-53512974.55504197","-7.860001123038097,6.264691851248548,0.2028191942970787","-2201428112.040172,-3963157269.894803,132322035.6694069","4.717681879062021,-2.60838943063827,-0.05552503757509897","-2699583962.800422,-479422040.562814,33255257.65421215","1.140300904745295,-7.023146325060097,-0.04111130112138861","75911759.8869743,77946293.41951877,-3309138.731919881","-25.20809784234484,24.28638035235256,1.785288723636683","-245829128.9636721,28866498.10795921,6657823.996837512","-1.867189050286617,-21.99722869870789,-0.4147828905019404","-22828531.07745567,-65096533.88702435,-3219027.993830815","36.10325000871737,-13.89485076119162,-4.452079652763719"
"235393.554708163,627234.62287076,-2304.497490601847","-0.00966080259456756,0.001669356377231474,0.0001851792533518168","102581333.3476338,107792832.3657684,5121.885457135737","-22.0296596183798,20.47010327755381,0.002373846391792611","-200830993.0844096,-768523081.2237183,7665710.818346143","12.48602479853957,-2.69810186681761,-0.268683197756397","620802607.0946393,1207529871.226275,-45792022.74047285","-9.113687895258597,4.3989400468281,0.2849000546337048","-2051143818.878627,-4042579854.510791,130495062.9225576","4.812369615741439,-2.428613416021512,-0.06106546997661877","-2655026687.321155,-699134901.376962,31860117.423794","1.68369818737267,-6.903655115006864,-0.04755801772782808","3552414.02828059,-108079108.7815488,-1670999.748605743","34.76011323072438,0.9420277340529316,-1.994877275250542","204117934.3255711,53135851.65035962,-3926434.220945129","-5.119383431701937,25.53059761768176,0.6606151607059676","20103131.16029801,-63471407.28306836,-7061084.696555976","36.75801445943622,16.91217025427906,-1.996471528961965"
"-73103.00514366172,590899.2139526582,3643.756751340057","-0.009292745960056085,-0.00406409758707315,0.0001840382226036066","102755635.7938312,107313096.1622928,11253.09207582474","-21.9581770605996,20.55869089567858,0.0005353163700467789","201737257.9130557,-748709164.1860467,-1435340.967823327","12.46195066075518,4.007405427189189,-0.2956651398811618","319585678.8983089,1313148581.313593,-35669848.25603968","-9.908139101600398,2.266427483563882,0.3535363362889591","-1897953605.606632,-4116274422.216438,128483761.9105773","4.901361804446665,-2.2448930840512,-0.06664493290071116","-2593532614.402693,-914391349.7356156,30261777.66710174","2.213841230070185,-6.740725684524534,-0.05374489367715984","-77374478.33945478,75056350.07456939,5479388.837521043","-24.43413033961638,-25.41101714035061,1.065328088922431","-238357163.2106726,-52864610.63968501,4754951.758308752","6.204002074503268,-21.57860812219956,-0.6046415888801313","51162721.56902876,-27486889.75863208,-6995280.650372982","13.86179767581295,44.95005304247793,2.396668111401691"
"-324045.6156485924,377465.8822276805,8707.618896822038","-0.005854078138071672,-0.009372504259511265,0.0001172175832521239","102987133.2076082,106640187.2456323,15451.37647043169","-21.84619875874924,20.63284201279336,0.001541789825270534","547250236.491819,-522515227.1573898,-10107207.47548813","8.86686145691683,10.05999739182936,-0.2401027417615706","1387920.501385835,1348896528.482179,-23650170.55857617","-10.18160971180631,-0.009556724603375089,0.404223520351038","-1742072941.152038,-4184135881.580273,126289904.1431763","4.983086328698353,-2.058600329534582,-0.07258157553464606","-2515575495.139462,-1123845423.166479,28471360.19446957","2.727200936629179,-6.535954228591148,-0.05965316137607868","108187826.533634,896751.2509935717,-6250131.589556267","-0.3226198800941109,34.84983375315735,0.4921733658641632","165988875.1726603,139906039.1430474,-1166273.419896767","-14.64745909744614,20.61535321982377,0.7926993933508539","39710293.12940162,27307883.90794114,-1469537.657925451","-36.73883807517036,42.54157770935788,6.848578682378037"
"-419037.5447227369,37421.32120842124,10489.84579407522","0.000198277436610234,-0.01179572525502829,-1.013724810063239e-05","103383125.3033173,105847749.7308286,17428.65262152255","-21.7425251970213,20.74775710853173,0.00137002143261622","729806316.1657885,-142565356.8830562,-15761064.21759201","2.348227583667716,13.43277628681079,-0.1080052473506941","-316887483.2875265,1312444092.541656,-10364329.79012078","-9.911197446802868,-2.289317240053036,0.4336080719612277","-1583723483.948942,-4246066718.130919,123916899.782222","5.057327955472789,-1.86875323760388,-0.07762423317844602","-2421739552.04491,-1326206649.071436,26501234.29637581","3.22039742917366,-6.291271019056259,-0.06517376683404486","-75009117.31042652,-78372238.6202924,3251349.668520983","25.12563093017434,-24.31440832122716,-1.781167321677684","-200915425.3099529,-128490917.909653,2257445.763202973","13.98773144347607,-18.34321148860979,-0.7284548691372592","-20129273.48681732,43110206.18751299,5338040.680768261","-54.08343160499837,-18.4385053622296,3.462909760821754"
"-303665.6114528099,-325733.0654891508,7474.132880103658","0.007222798887451243,-0.01056859231631364,-0.0001825594525597467","103970015.1582236,105028743.8848174,13053.23139946163","-21.66220267929151,20.83202597636755,8.808469184629075e-05","685273754.0097387,280991099.4196177,-16507243.87055959","-5.112992216831882,12.69910025302081,0.06223715081617787","-618273149.6236342,1205925726.552646,3475825.338474631","-9.11649127516128,-4.431693963497153,0.4398725480939347","-1423128316.089728,-4301975805.954672,121368642.9257772","5.125790983467275,-1.67611381343024,-0.08324612382571983","-2312713102.426486,-1520250486.601376,24364884.5130868","3.690171342724289,-6.008890787086552,-0.07019775920986948","-15960.7486541234,107325103.8361552,1455049.819806434","-35.13251867923617,-0.1021437549656693,2.027506881121425","98927971.4968475,201805522.9567665,1796215.018704623","-20.8168649145475,12.72668869466087,0.7794857934705774","-57996411.04784995,40322.7602653061,5336340.432643397","-10.43210627062452,-46.61791039164952,-2.847236947128717"
"7640.644804482648,-586077.8897954326,-417.1546335295134","0.01221051175282839,-0.005649581459321748,-0.0003110704609354891","104759399.4431703,104292657.5170145,5506.422536790371","-21.54197062193334,20.92653965206699,0.001758490715293881","425168461.6287593,616366208.9759344,-12061718.29605386","-10.91162966064884,8.027452269977498,0.2113525580116211","-887062255.680545,1035735217.55022,17134258.58478153","-7.857131897024819,-6.309563700204772,0.4230255619840098","-1260514140.456637,-4351782103.641214,118647610.4237781","5.186116376559319,-1.481756382106413,-0.08898913144426235","-2189281144.57388,-1704827349.923137,22076774.23865616","4.133490099071206,-5.691295835347009,-0.07469628658237726","77042611.97822545,-77417905.07919492,-5493436.702328518","24.51617247892631,24.65988642454428,-1.079656036366547","-135808750.8132976,-186739072.3798965,-553333.3289387673","20.5048574983837,-12.21669956836488,-0.7607642002696338","-47963311.02018998,-47340311.72514343,587578.9292892292","24.0957226777432,-32.66546524497221,-4.879263930066253"
"430241.7925457309,-653833.672641002,-11615.4668358851","0.01398513540756931,0.001417720826543636,-0.0003776075936660255","105661055.2503362,103771863.4935659,-5790.843239530921","-21.45245601138386,21.04693259234336,-0.0005019776349426408","34571769.74852935,764342758.3491716,-3922335.109348178","-13.20608185353146,1.193034392098982,0.2908260484328149","-1109947335.869717,811875534.5977979,29907433.77107424","-6.223701663898667,-7.822195386526651,0.3847539472898616","-1096111892.840117,-4395411849.329786,115758424.8884523","5.239124104457908,-1.284578927051531,-0.09401019819230877","-2052316830.743649,-1878870162.016067,19652205.58104837","4.547712830533804,-5.341218773677907,-0.0787162791233571","-107109229.3917591,-1693092.46025573,6183527.631513265","0.1455131306693167,-35.17324926785916,-0.4865642561783101","16631464.93621648,232180315.1465321,4464724.353508666","-23.23381902634691,3.736513953426141,0.6503441776880579","-10333297.60543294,-69438718.05666098,-4640025.020210542","38.37128528273561,-5.045700694882227,-3.935345345268987"
"846107.4085174297,-501156.1586831225,-23414.28938937472","0.01202584025105864,0.007955875873833408,-0.0003606164858870166","106547113.272786,103461788.4976042,-18268.80881460011","-21.37102780896557,21.12772502699823,0.001242024466359126","-367277702.9319586,693151961.0595573,5370648.373013049","-11.6937156376281,-5.517052162986683,0.2846016509923786","-1276816167.094319,546998402.5894914,41172579.03642675","-4.325386131215371,-8.90258157619786,0.3281229948433952","-930152863.9692566,-4432799444.367729,112705185.2345753","5.285481935770576,-1.085761737457721,-0.09960029419230665","-1902771940.870031,-2041400361.814004,17107174.60367703","4.930633580031806,-4.961581770589626,-0.08229487899345078","78634290.62730673,74590005.92862979,-3492929.905488133","-24.41825275894378,25.05474769774236,1.751079815326325","-50451473.38891951,-216549597.3509875,-3284667.358515084","24.50912861126584,-3.509919522125027,-0.6771907170201608","32477872.95512649,-57360652.15384977,-7571631.221472438","32.84618953066244,26.11435552857404,-0.8839583879291517"
